,,,,,,,,,,,,,,,比例名簿順,把握
たがや りょう,1208,,南関東,22,多ケ谷,亮,たがや,りょう,48,希望の党,,新,0,千葉11区,1,
ひだか たけし,1209,,南関東,22,樋高,剛,ひだか,たけし,51,希望の党,,元,3,千葉12区,1,
みずの ともひこ,1210,,南関東,22,水野,智彦,みずの,ともひこ,61,希望の党,,元,1,千葉13区,1,
ながしま かずよし,1211,,南関東,22,長島,一由,ながしま,かずよし,50,希望の党,,元,1,神奈川1区,1,
はしもと くみ,1212,,南関東,22,橋本,久美,はしもと,くみ,48,希望の党,,新,0,神奈川2区,1,
かつまた こういちろう,1213,,南関東,22,勝又,恒一郎,かつまた,こういちろう,54,希望の党,,元,1,神奈川3区,1,
かざま のりこ,1214,,南関東,22,風間,法子,かざま,のりこ,47,希望の党,維新,新,0,神奈川4区,1,
よしおか けんじ,1215,,南関東,22,吉岡,憲史,よしおか,けんじ,39,希望の党,,新,0,神奈川5区,1,
かわの あん,1216,,南関東,22,川野,案,かわの,あん,35,希望の党,,新,0,神奈川7区,1,
りゅう ひろふみ,1217,,南関東,22,笠,浩史,りゅう,ひろふみ,52,希望の党,,前,5,神奈川9区,1,
いちかわ よしこ,1218,,南関東,22,市川,佳子,いちかわ,よしこ,53,希望の党,,新,0,神奈川10区,1,
ましろ りょう,1219,,南関東,22,真白,リョウ,ましろ,りょう,41,希望の党,,新,0,神奈川11区,1,
はら てるお,1220,,南関東,22,原,輝雄,はら,てるお,43,希望の党,,新,0,神奈川12区,1,
ふとり ひでし,1221,,南関東,22,太,栄志,ふとり,ひでし,40,希望の党,,新,0,神奈川13区,1,
もとむら けんたろう,1222,,南関東,22,本村,賢太郎,もとむら,けんたろう,47,希望の党,,前,2,神奈川14区,1,
のぎ りょうすけ,1223,,南関東,22,乃木,涼介,のぎ,りょうすけ,53,希望の党,,新,0,神奈川15区,1,
ごとう ゆういち,1224,,南関東,22,後藤,祐一,ごとう,ゆういち,48,希望の党,,前,3,神奈川16区,1,
かみやま ようすけ,1225,,南関東,22,神山,洋介,かみやま,ようすけ,42,希望の党,,前,2,神奈川17区,1,
みむら かずや,1226,,南関東,22,三村,和也,みむら,かずや,42,希望の党,,元,1,神奈川18区,1,
いげた まこと,1227,,南関東,22,井桁,亮,いげた,まこと,48,希望の党,,新,0,山梨2区,1,
いしかわ あい,1228,,南関東,22,石川,藍,いしかわ,あい,36,希望の党,,新,0,,30,把握漏れ
うちやま まさき,1229,,南関東,22,内山,正樹,うちやま,まさき,49,希望の党,,新,0,,31,把握漏れ
あきやま たけひさ,1230,,南関東,22,秋山,岳久,あきやま,たけひさ,54,希望の党,,新,0,,32,把握漏れ
とみた しげゆき,1231,,南関東,22,富田,茂之,とみた,しげゆき,64,公明党,,前,7,,1,把握漏れ
ふるや のりこ,1232,,南関東,22,古屋,範子,ふるや,のりこ,61,公明党,,前,5,,2,把握漏れ
つのだ ひでお,1233,,南関東,22,角田,秀穂,つのだ,ひでお,56,公明党,,前,1,,3,把握漏れ
ふせ まさゆき,1234,,南関東,22,布施,正行,ふせ,まさゆき,40,公明党,,新,0,,4,把握漏れ
いかわ やすお,1235,,南関東,22,井川,泰雄,いかわ,やすお,43,公明党,,新,0,,5,把握漏れ
しい かずお,1236,,南関東,22,志位,和夫,しい,かずお,63,日本共産党,,前,8,,1,把握漏れ
はたの きみえ,1237,,南関東,22,畑野,君枝,はたの,きみえ,60,日本共産党,,前,1,神奈川10区,2,
さいとう かずこ,1238,,南関東,22,斉藤,和子,さいとう,かずこ,43,日本共産党,,前,1,千葉13区,3,
おかざき ゆたか,1239,,南関東,22,岡崎,裕,おかざき,ゆたか,39,日本共産党,,新,0,神奈川13区,4,
おおにし わたる,1240,,南関東,22,大西,航,おおにし,わたる,36,日本共産党,,新,0,千葉12区,5,
みやうち げん,1241,,南関東,22,宮内,現,みやうち,げん,35,日本共産党,,新,0,山梨1区,5,
わかばやし やすひさ,1242,,南関東,22,若林,靖久,わかばやし,やすひさ,32,日本共産党,,新,0,神奈川18区,5,
いまむら あゆみ,1243,,南関東,22,今村,あゆみ,いまむら,あゆみ,52,日本共産党,,新,0,,8,把握漏れ
かさい あきら,1244,,東京,17,笠井,亮,かさい,あきら,65,日本共産党,,前,4,,1,把握漏れ
みやもと とおる,1245,,東京,17,宮本,徹,みやもと,とおる,45,日本共産党,,前,1,東京20区,2,
いけうち さおり,1246,,東京,17,池内,沙織,いけうち,さおり,35,日本共産党,,前,1,東京12区,3,
たにがわ ともゆき,1247,,東京,17,谷川,智行,たにがわ,ともゆき,46,日本共産党,,新,0,,4,把握漏れ
はら じゅんこ,1248,,東京,17,原,純子,はら,じゅんこ,53,日本共産党,,新,0,東京9区,5,
いいだ みやこ,1249,,東京,17,飯田,美弥子,いいだ,みやこ,57,日本共産党,,新,0,東京24区,6,
さかい わかこ,1250,,東京,17,坂井,和歌子,さかい,わかこ,40,日本共産党,,新,0,,7,把握漏れ
とみた なおき,1251,,東京,17,冨田,直樹,とみた,なおき,41,日本共産党,,新,0,,8,把握漏れ
いしざわ のりゆき,1252,,東京,17,石沢,憲之,いしざわ,のりゆき,30,日本共産党,,新,0,,9,把握漏れ
きし たけし,1253,,東京,17,岸,武志,きし,たけし,46,日本共産党,,新,0,,10,把握漏れ
まつざわ かおる,1254,,東京,17,松沢,香,まつざわ,かおる,39,希望の党,,新,0,東京1区,1,
はとやま たろう,1255,,東京,17,鳩山,太郎,はとやま,たろう,43,希望の党,,新,0,東京2区,1,
まつばら じん,1256,,東京,17,松原,仁,まつばら,じん,61,希望の党,,前,6,東京3区,1,
なんば みちよ,1257,,東京,17,難波,美智代,なんば,みちよ,43,希望の党,,新,0,東京4区,1,
ふくだ みねゆき,1258,,東京,17,福田,峰之,ふくだ,みねゆき,53,希望の党,,前,3,東京5区,1,
うえまつ えみこ,1259,,東京,17,植松,恵美子,うえまつ,えみこ,49,希望の党,,新,0,東京6区,1,
あらき あきひろ,1260,,東京,17,荒木,章博,あらき,あきひろ,64,希望の党,,新,0,東京7区,1,
きうち たかたね,1261,,東京,17,木内,孝胤,きうち,たかたね,51,希望の党,,前,2,東京8区,1,
たかまつ さとし,1262,,東京,17,高松,智之,たかまつ,さとし,43,希望の党,,新,0,東京9区,1,
わかさ まさる,1263,,東京,17,若狭,勝,わかさ,まさる,60,希望の党,,前,2,東京10区,1,
ししど ちえ,1264,,東京,17,宍戸,千絵,ししど,ちえ,39,希望の党,,新,0,東京11区,1,
やはぎ あさこ,1265,,東京,17,矢作,麻子,やはぎ,あさこ,39,希望の党,,新,0,東京14区,1,
かきざわ みと,1266,,東京,17,柿沢,未途,かきざわ,みと,46,希望の党,,前,3,東京15区,1,
たむら けんじ,1267,,東京,17,田村,謙治,たむら,けんじ,49,希望の党,,元,3,東京16区,1,
にしだ ちから,1268,,東京,17,西田,主税,にしだ,ちから,55,希望の党,,新,0,東京17区,1,
ときた あつし,1269,,東京,17,鴇田,敦,ときた,あつし,51,希望の党,,新,0,東京18区,1,
ささき りか,1270,,東京,17,佐々木,里加,ささき,りか,50,希望の党,,新,0,東京19区,1,
かの あきら,1271,,東京,17,鹿野,晃,かの,あきら,44,希望の党,,新,0,東京20区,1,
ながしま あきひさ,1272,,東京,17,長島,昭久,ながしま,あきひさ,55,希望の党,,前,5,東京21区,1,
かながさき えみ,1273,,東京,17,金ケ崎,絵美,かながさき,えみ,41,希望の党,,新,0,東京22区,1,
いとう しゅんすけ,1274,,東京,17,伊藤,俊輔,いとう,しゅんすけ,38,希望の党,,新,0,東京23区,1,
よしば みか,1275,,東京,17,吉羽,美華,よしば,みか,37,希望の党,,新,0,東京24区,1,
おざわ さきひと,1276,,東京,17,小沢,鋭仁,おざわ,さきひと,63,希望の党,,前,8,東京25区,1,
こいずみ としあき,1277,,東京,17,小泉,俊明,こいずみ,としあき,60,希望の党,,元,3,,24,把握漏れ
いとう まさき,1278,,東京,17,伊藤,正樹,いとう,まさき,45,希望の党,,新,0,,25,把握漏れ
たぶち まさふみ,1279,,東京,17,田淵,正文,たぶち,まさふみ,59,希望の党,,新,0,,26,把握漏れ
いしとび かおり,1280,,東京,17,石飛,香織,いしとび,かおり,34,希望の党,,新,0,,27,把握漏れ
くろかわ くみ,1281,,東京,17,黒川,公美,くろかわ,くみ,44,希望の党,,新,0,,28,把握漏れ
はた じろう,1282,,東京,17,羽田,次郎,はた,じろう,48,希望の党,,新,0,,29,把握漏れ
たけうち ひびき,1283,,東京,17,竹内,今日生,たけうち,ひびき,43,希望の党,,新,0,,30,把握漏れ
くりやま ゆみ,1284,,東京,17,栗山,由美,くりやま,ゆみ,56,希望の党,,新,0,,31,把握漏れ
たけだ みつあき,1285,,東京,17,竹田,光明,たけだ,みつあき,62,希望の党,,元,1,,32,把握漏れ
もりむら ひろむ,1286,,東京,17,森村,広,もりむら,ひろむ,26,希望の党,,新,0,,33,把握漏れ
しゃく りょうこ,1287,,東京,17,釈,量子,しゃく,りょうこ,47,幸福実現党,,新,0,,1,把握漏れ
ななみ ひろこ,1288,,東京,17,七海,ひろこ,ななみ,ひろこ,33,幸福実現党,,新,0,,2,把握漏れ
すずき つよし,1289,,東京,17,鈴木,豪,すずき,つよし,38,幸福実現党,,新,0,,3,把握漏れ
さかもと りゅういち,1290,,東京,17,坂本,隆一,さかもと,りゅういち,67,幸福実現党,,新,0,,4,把握漏れ
こいと けんすけ,1291,,東京,17,小糸,健介,こいと,けんすけ,35,社会民主党,立憲,新,0,東京21区,1,
あかお ゆみ,1292,,東京,17,赤尾,由美,あかお,ゆみ,52,日本のこころ,,新,0,,1,把握漏れ
かいえだ ばんり,1293,,東京,17,海江田,万里,かいえだ,ばんり,68,立憲民主党,,元,6,東京1区,1,
まつお あきひろ,1294,,東京,17,松尾,明弘,まつお,あきひろ,42,立憲民主党,,新,0,東京2区,1,
いど まさえ,1295,,東京,17,井戸,正枝,いど,まさえ,51,立憲民主党,,元,1,東京4区,1,
てづか よしお,1296,,東京,17,手塚,仁雄,てづか,よしお,51,立憲民主党,,元,3,東京5区,1,
おちあい たかゆき,1297,,東京,17,落合,貴之,おちあい,たかゆき,38,立憲民主党,,前,1,東京6区,1,
ながつま あきら,1298,,東京,17,長妻,昭,ながつま,あきら,57,立憲民主党,,前,6,東京7区,1,
よしだ はるみ,1299,,東京,17,吉田,晴美,よしだ,はるみ,45,立憲民主党,,新,0,東京8区,1,
すずき ようすけ,1300,,東京,17,鈴木,庸介,すずき,ようすけ,41,立憲民主党,,新,0,東京10区,1,
まえだ じゅんいちろう,1301,,東京,17,前田,順一郎,まえだ,じゅんいちろう,42,立憲民主党,,新,0,東京11区,1,
きたじょう ともひこ,1302,,東京,17,北條,智彦,きたじょう,ともひこ,34,立憲民主党,,新,0,東京13区,1,
はつしか あきひろ,1303,,東京,17,初鹿,明博,はつしか,あきひろ,48,立憲民主党,,前,2,東京16区,1,
かん なおと,1304,,東京,17,菅,直人,かん,なおと,71,立憲民主党,,前,12,東京18区,1,
すえまつ よしのり,1305,,東京,17,末松,義規,すえまつ,よしのり,60,立憲民主党,,元,5,東京19区,1,
やまはな いくお,1306,,東京,17,山花,郁夫,やまはな,いくお,50,立憲民主党,,元,3,東京22区,1,
たかはし なりひさ,1307,,東京,17,高橋,斉久,たかはし,なりひさ,44,立憲民主党,,新,0,東京24区,1,
やました ようこ,1308,,東京,17,山下,容子,やました,ようこ,58,立憲民主党,,新,0,東京25区,1,
たかぎ ようすけ,1309,,東京,17,高木,陽介,たかぎ,ようすけ,57,公明党,,前,7,,1,把握漏れ
たかぎ みちよ,1310,,東京,17,高木,美智代,たかぎ,みちよ,65,公明党,,前,5,,2,把握漏れ
さこん やすまさ,1311,,東京,17,佐近,康昌,さこん,やすまさ,63,公明党,,新,0,,3,把握漏れ
ほし えいいちろう,1312,,東京,17,星,英一郎,ほし,えいいちろう,41,公明党,,新,0,,4,把握漏れ
やまだ みき,1313,,東京,17,山田,美樹,やまだ,みき,43,自由民主党,公明,前,2,東京1区,1,
つじ きよと,1314,,東京,17,辻,清人,つじ,きよと,38,自由民主党,公明,前,2,東京2区,1,
いしはら ひろたか,1315,,東京,17,石原,宏高,いしはら,ひろたか,53,自由民主党,公明,前,3,東京3区,1,
たいら まさあき,1316,,東京,17,平,将明,たいら,まさあき,50,自由民主党,公明,前,4,東京4区,1,
わかみや けんじ,1317,,東京,17,若宮,健嗣,わかみや,けんじ,56,自由民主党,公明,前,3,東京5区,1,
おち たかお,1318,,東京,17,越智,隆雄,おち,たかお,53,自由民主党,公明,前,3,東京6区,1,
まつもと ふみあき,1319,,東京,17,松本,文明,まつもと,ふみあき,68,自由民主党,公明,前,3,東京7区,1,
いしはら のぶてる,1320,,東京,17,石原,伸晃,いしはら,のぶてる,60,自由民主党,公明,前,9,東京8区,1,
すがわら いっしゅう,1321,,東京,17,菅原,一秀,すがわら,いっしゅう,55,自由民主党,公明,前,5,東京9区,1,
すずき はやと,1322,,東京,17,鈴木,隼人,すずき,はやと,40,自由民主党,公明,前,1,東京10区,1,
しもむら はくぶん,1323,,東京,17,下村,博文,しもむら,はくぶん,63,自由民主党,公明,前,7,東京11区,1,
かもした いちろう,1324,,東京,17,鴨下,一郎,かもした,いちろう,68,自由民主党,公明,前,8,東京13区,1,
まつしま みどり,1325,,東京,17,松島,みどり,まつしま,みどり,61,自由民主党,公明,前,5,東京14区,1,
あきもと つかさ,1326,,東京,17,秋元,司,あきもと,つかさ,46,自由民主党,公明,前,2,東京15区,1,
おおにし ひでお,1327,,東京,17,大西,英男,おおにし,ひでお,71,自由民主党,公明,前,2,東京16区,1,
ひらさわ かつえい,1328,,東京,17,平沢,勝栄,ひらさわ,かつえい,72,自由民主党,,前,7,東京17区,1,
まつもと ようへい,1329,,東京,17,松本,洋平,まつもと,ようへい,44,自由民主党,公明,前,3,東京19区,1,
きはら せいじ,1330,,東京,17,木原,誠二,きはら,せいじ,47,自由民主党,公明,前,3,東京20区,1,
おだわら きよし,1331,,東京,17,小田原,潔,おだわら,きよし,53,自由民主党,公明,前,2,東京21区,1,
いとう たつや,1332,,東京,17,伊藤,達也,いとう,たつや,56,自由民主党,公明,前,7,東京22区,1,
おぐら まさのぶ,1333,,東京,17,小倉,将信,おぐら,まさのぶ,36,自由民主党,公明,前,2,東京23区,1,
はぎうだ こういち,1334,,東京,17,萩生田,光一,はぎうだ,こういち,54,自由民主党,公明,前,4,東京24区,1,
いのうえ しんじ,1335,,東京,17,井上,信治,いのうえ,しんじ,48,自由民主党,公明,前,5,東京25区,1,
あんどう たかお,1336,,東京,17,安藤,高夫,あんどう,たかお,58,自由民主党,,新,0,,24,把握漏れ
たかぎ けい,1337,,東京,17,高木,啓,たかぎ,けい,52,自由民主党,,新,0,,25,把握漏れ
よさの まこと,1338,,東京,17,与謝野,信,よさの,まこと,42,自由民主党,,新,0,,26,把握漏れ
まえかわ めぐみ,1339,,東京,17,前川,恵,まえかわ,めぐみ,42,自由民主党,,前,1,,27,把握漏れ
にしだ ゆずる,1340,,東京,17,西田,譲,にしだ,ゆずる,42,自由民主党,,元,1,,28,把握漏れ
きむら たけつか,1341,,東京,17,木村,剛司,きむら,たけつか,46,日本維新の会,,元,1,,1,把握漏れ
こばやし まなぶ,1342,,東京,17,小林,学,こばやし,まなぶ,48,日本維新の会,,新,0,,2,把握漏れ
なかつがわ ひろさと,1343,,東京,17,中津川,博郷,なかつがわ,ひろさと,68,日本維新の会,,元,3,,3,把握漏れ
さの ひでみつ,1344,,東京,17,佐野,秀光,さの,ひでみつ,47,支持政党なし,,新,0,,1,把握漏れ
ほんどう あきこ,1345,,東京,17,本藤,昭子,ほんどう,あきこ,75,支持政党なし,,新,0,,2,把握漏れ
なかむら おさむ,1346,,東京,17,中村,治,なかむら,おさむ,64,支持政党なし,,新,0,,3,把握漏れ
おおつき ふみひこ,1347,,東京,17,大槻,文彦,おおつき,ふみひこ,50,支持政党なし,,新,0,,4,把握漏れ
おおた まさたか,1348,,北陸信越,11,太田,昌孝,おおた,まさたか,56,公明党,,新,0,,1,把握漏れ
